Company,Symbol,companyLow,charLength,companyFinal
TriMas Corporation,TRSVV,trimas corporation,2,trimas corporation
TriQuint Semiconductor  (Inactive),TQNT,triquint semiconductor  (inactive),3,triquint semiconductor
Trillium Therapeutics ,TRIL,trillium therapeutics ,2,trillium therapeutics
Trimble ,TRMB,trimble ,1,trimble
Trinity Biotech  (ADR),TRIB,trinity biotech  (adr),3,trinity biotech
Trintech Group  (ADR) (Inactive),TTPA,trintech group  (adr) (inactive),4,trintech group
Tripadvisor ,TRIP,tripadvisor ,1,tripadvisor
Tristate Capital Holdings ,TSC,tristate capital holdings ,3,tristate capital holdings
Triumph Bancorp ,TBK,triumph bancorp ,2,triumph bancorp
Trius Therapeutics ,TSRX,trius therapeutics ,2,trius therapeutics
Trivago NV  ADR,TRVG,trivago nv  adr,3,trivago nv
Trivascular Technologies ,TRIV,trivascular technologies ,2,trivascular technologies
TrovaGene ,TROV,trovagene ,1,trovagene
TrovaGene ,TROVU,trovagene ,1,trovagene
True Religion Apparel  (Inactive),TRLG,true religion apparel  (inactive),4,true religion apparel
TrueCar ,TRUE,truecar ,1,truecar
TruettHurst ,THST,truetthurst ,1,truetthurst
Trunkbow International Holdings ,TBOW,trunkbow international holdings ,3,trunkbow international holdings
Trupanion ,TRUP,trupanion ,1,trupanion
TrustCo Bank Corp NY,TRST,trustco bank corp ny,4,trustco bank corp
Trustmark Corp,TRMK,trustmark corp,2,trustmark corp
Trustwave Holdings ,TWAV,trustwave holdings ,2,trustwave holdings
TubeMogul ,TUBE,tubemogul ,1,tubemogul
Tucows  (USA),TCX,tucows  (usa),2,tucows (usa)
Tudou Hldg  (ADR),TUDO,tudou hldg  (adr),3,tudou hldg
Tuesday Morning Corporation,TUES,tuesday morning corporation,3,tuesday morning corporation
Tufco Technologies  (Inactive),TFCO,tufco technologies  (inactive),3,tufco technologies
Tuniu Corp,TOUR,tuniu corp,2,tuniu corp
Turtle Beach Corp,HEAR,turtle beach corp,3,turtle beach corp
Tvax Biomedical ,TVAX,tvax biomedical ,2,tvax biomedical
TwentyFirst Century Fox ,FOX,twentyfirst century fox ,3,twentyfirst century fox
Twin Disc orporated,TWIN,twin disc orporated,3,twin disc orporated
Two Rivers Bancorp,TRCB,two rivers bancorp,3,two rivers bancorp
U.S. Auto Parts Network ,PRTS,u.s. auto parts network ,4,u.s. auto parts
U.S. Energy Corp.,USEG,u.s. energy corp.,3,u.s. energy corp.
U.S. Global Investors ,GROW,u.s. global investors ,3,u.s. global investors
UFP Technologies ,UFPT,ufp technologies ,2,ufp technologies
UMB Financial Corp,UMBF,umb financial corp,3,umb financial corp
US Concrete ,USCR,us concrete ,2,us concrete
US Ecology ,ECOL,us ecology ,2,us ecology
US Home Systems  (Inactive),USHS,us home systems  (inactive),4,us home systems
USA Technologies ,USATP,usa technologies ,2,usa technologies
USA Technologies ,USAT,usa technologies ,2,usa technologies
USA Technologies   Warrants 12/31/2013,USATZ,usa technologies   warrants 12/31/2013,4,usa technologies
USA Truck ,USAK,usa truck ,2,usa truck
USMD Holdings ,USMD,usmd holdings ,2,usmd holdings
UTStarcom Holdings Corp,UTSI,utstarcom holdings corp,3,utstarcom holdings corp
UTi Worldwide ,UTIW,uti worldwide ,2,uti worldwide
Ubiquiti Networks ,UBNT,ubiquiti networks ,2,ubiquiti networks
Ulta Beauty ,ULTA,ulta beauty ,2,ulta beauty
Ultra Clean Holdings ,UCTT,ultra clean holdings ,3,ultra clean holdings
Ultra Petroleum Corp.,UPL,ultra petroleum corp.,3,ultra petroleum corp.
Ultragenyx Pharmaceutical ,RARE,ultragenyx pharmaceutical ,2,ultragenyx pharmaceutical
Ultralife Corp.,ULBI,ultralife corp.,2,ultralife corp.
Ultratech ,UTEK,ultratech ,1,ultratech
Umpqua Holdings Corp,UMPQ,umpqua holdings corp,3,umpqua holdings corp
UniPixel ,UNXL,unipixel ,1,unipixel
Unico American Corporation,UNAM,unico american corporation,3,unico american corporation
Unicom Government  (Inactive),GTSI,unicom government  (inactive),3,unicom government
Union Bankshares Corp,UBSH,union bankshares corp,3,union bankshares corp
Union Bankshares ,UNB,union bankshares ,2,union bankshares
Union Drilling ,UDRL,union drilling ,2,union drilling
Uniqure NV,QURE,uniqure nv,2,uniqure nv
United Bancorp ,UBCP,united bancorp ,2,united bancorp
United Bancshares  OH,UBOH,united bancshares  oh,3,united bancshares
United Bankshares ,UBSI,united bankshares ,2,united bankshares
United Community Bancorp ,UCBA,united community bancorp ,3,united community bancorp
United Community Banks ,UCBI,united community banks ,3,united community banks
United Community Financial Corp,UCFC,united community financial corp,4,united community financial
United Financial Bancorp ,UBNK,united financial bancorp ,3,united financial bancorp
United Fire Group ,UFCS,united fire group ,3,united fire group
United Insurance Holdings Corp,UIHC,united insurance holdings corp,4,united insurance holdings
United Natural Foods ,UNFI,united natural foods ,3,united natural foods
United Online ,UNTD,united online ,2,united online
United Security Bancshares,UBFO,united security bancshares,3,united security bancshares
United States Lime & Minerals ,USLM,united states lime & minerals ,5,united states lime
United Therapeutics Corporation,UTHR,united therapeutics corporation,3,united therapeutics corporation
UnitedGuardian ,UG,unitedguardian ,1,unitedguardian
Uniti Group ,UNIT,uniti group ,2,uniti group
Unity Bancorp ,UNTY,unity bancorp ,2,unity bancorp
Universal Business Payment Solutions Acquisition Corp,JTPY,universal business payment solutions acquisition corp,6,universal business payment
Universal Display Corporation,OLED,universal display corporation,3,universal display corporation
Universal Electronics ,UEIC,universal electronics ,2,universal electronics
Universal Forest Products ,UFPI,universal forest products ,3,universal forest products
Universal Logistics Holdings ,ULH,universal logistics holdings ,3,universal logistics holdings
Universal Stainless & Alloy Products,USAP,universal stainless & alloy products,5,universal stainless &
Univest Corporation of Pennsylvania,UVSP,univest corporation of pennsylvania,4,univest corporation of
Upland Software ,UPLD,upland software ,2,upland software
Uranium Resources ,URRE,uranium resources ,2,uranium resources
Urban One ,UONEK,urban one ,2,urban one
Urban One ,UONE,urban one ,2,urban one
Urban Outfitters ,URBN,urban outfitters ,2,urban outfitters
Urogen Pharma ,URGN,urogen pharma ,2,urogen pharma
Uroplasty ,UPI,uroplasty ,1,uroplasty
Utah Medical Products ,UTMD,utah medical products ,3,utah medical products
VASCO Data Security International ,VDSI,vasco data security international ,4,vasco data security
VBI Vaccines   Ordinary Shares,VBIV,vbi vaccines   ordinary shares,4,vbi vaccines
VCA ,WOOF,vca ,1,vca
VEON  (ADR),VEON,veon  (adr),2,veon (adr)
VIVUS ,VVUS,vivus ,1,vivus
VOXX International Corp,VOXX,voxx international corp,3,voxx international corp
VSE Corporation,VSEC,vse corporation,2,vse corporation
VWR Corp,VWR,vwr corp,2,vwr corp
Valeritas Holdings ,VLRX,valeritas holdings ,2,valeritas holdings
Valley Financial Corp. Virginia,VYFC,valley financial corp. virginia,4,valley financial corp.
Value Line ,VALU,value line ,2,value line
VanEck Vectors Biotech ETF,BBH,vaneck vectors biotech etf,4,vaneck vectors biotech
VanEck Vectors Generic Drugs ETF,GNRX,vaneck vectors generic drugs etf,5,vaneck vectors generic
VanEck Vectors Pharmaceutical ETF,PPH,vaneck vectors pharmaceutical etf,4,vaneck vectors pharmaceutical
Vanda Pharmaceuticals ,VNDA,vanda pharmaceuticals ,2,vanda pharmaceuticals
Vanguard Asset Allocation Fund,VTIP,vanguard asset allocation fund,4,vanguard asset allocation
Vanguard Charlotte Funds,BNDX,vanguard charlotte funds,3,vanguard charlotte funds
Vanguard Intermediate Tm Cpte Bd ETF,VCIT,vanguard intermediate tm cpte bd etf,6,vanguard intermediate tm
Vanguard International Dividend Appreciation ETF,VIGI,vanguard international dividend appreciation etf,5,vanguard international dividend
Vanguard International Equity Index Funds,VNQI,vanguard international equity index funds,5,vanguard international equity
Vanguard International High Dividend Yield ETF,VYMI,vanguard international high dividend yield etf,6,vanguard international high
Vanguard Intmdte Tm Govt Bd ETF,VGIT,vanguard intmdte tm govt bd etf,6,vanguard intmdte tm
Vanguard Lg Term Govt Bd ETF,VGLT,vanguard lg term govt bd etf,6,vanguard lg term
Vanguard Long Term Corporate Bond ETF,VCLT,vanguard long term corporate bond etf,6,vanguard long term
Vanguard Mortgage Bkd Sects ETF,VMBS,vanguard mortgage bkd sects etf,5,vanguard mortgage bkd
Vanguard ShortTerm Crprte Bnd Idx Fd,VCSH,vanguard shortterm crprte bnd idx fd,6,vanguard shortterm crprte
Vanguard Sht Term Govt Bond ETF,VGSH,vanguard sht term govt bond etf,6,vanguard sht term
Vanguard Total International Stock ETF,VXUS,vanguard total international stock etf,5,vanguard total international
Vanguard Whitehall Funds,VWOB,vanguard whitehall funds,3,vanguard whitehall funds
Vantage Energy Acquisition Corp,VEACU,vantage energy acquisition corp,4,vantage energy acquisition
Vantage Energy Acquisition Corp.,VEAC,vantage energy acquisition corp.,4,vantage energy acquisition
Vapor Corp. Unit,VPCOU,vapor corp. unit,3,vapor corp. unit
Varex Imaging Corp,VREX,varex imaging corp,3,varex imaging corp
Varonis Systems ,VRNS,varonis systems ,2,varonis systems
Vascular Biogenics ,VBLT,vascular biogenics ,2,vascular biogenics
Vascular Solutions ,VASC,vascular solutions ,2,vascular solutions
Veeco Instruments ,VECO,veeco instruments ,2,veeco instruments
Vera Bradley ,VRA,vera bradley ,2,vera bradley
Veracyte ,VCYT,veracyte ,1,veracyte
Verastem ,VSTM,verastem ,1,verastem
Verenium Corp,VRNM,verenium corp,2,verenium corp
Vericel Corp,VCEL,vericel corp,2,vericel corp
Verint Systems ,VRNT,verint systems ,2,verint systems
Verisign ,VRSN,verisign ,1,verisign
Verisk Analytics ,VRSK,verisk analytics ,2,verisk analytics
Veritex Holdings ,VBTX,veritex holdings ,2,veritex holdings
Veritone ,VERI,veritone ,1,veritone
Vermillion ,VRML,vermillion ,1,vermillion
Verona Pharma   American Depositary Share,VRNA,verona pharma   american depositary share,5,verona pharma
Versant Corp (Inactive),VSNT,versant corp (inactive),3,versant corp (inactive)
Versartis ,VSAR,versartis ,1,versartis
Vertex Energy ,VTNR,vertex energy ,2,vertex energy
Vertex Pharmaceuticals orporated,VRTX,vertex pharmaceuticals orporated,3,vertex pharmaceuticals orporated
Vertro  (Inactive),VTRO,vertro  (inactive),2,vertro (inactive)
ViaSat ,VSAT,viasat ,1,viasat
Viacom ,VIAB,viacom ,1,viacom
Viacom ,VIA,viacom ,1,viacom
Viamet Pharmaceuticals Holdings LLC,VMET,viamet pharmaceuticals holdings llc,4,viamet pharmaceuticals holdings
Viasystems Group ,VIAS,viasystems group ,2,viasystems group
Viasystems North America  (Inactive),DDIC,viasystems north america  (inactive),4,viasystems north america
Viavi Solutions ,VIAV,viavi solutions ,2,viavi solutions
Vical orporated,VICL,vical orporated,2,vical orporated
Vicor Corp,VICR,vicor corp,2,vicor corp
VictoryShares Dividend Accelerator ETF,VSDA,victoryshares dividend accelerator etf,4,victoryshares dividend accelerator
VictoryShares Emerging Market Volatility Wtd ETF,CEZ,victoryshares emerging market volatility wtd etf,6,victoryshares emerging market
VictoryShares International High Div Volatility Wtd ETF,CID,victoryshares international high div volatility wtd etf,7,victoryshares international high
VictoryShares International Volatility Wtd ETF,CIL,victoryshares international volatility wtd etf,5,victoryshares international volatility
VictoryShares US EQ ome Enhanced Volatility Wtd ETF,CDC,victoryshares us eq ome enhanced volatility wtd etf,8,victoryshares us eq
VictoryShares US Large Cap High Div Volatility Wtd ETF,CDL,victoryshares us large cap high div volatility wtd etf,9,victoryshares us large
VictoryShares US Small Cap High Div Volatility Wtd ETF,CSB,victoryshares us small cap high div volatility wtd etf,9,victoryshares us small
VictoryShares US Small Cap Volatility Wtd ETF,CSA,victoryshares us small cap volatility wtd etf,7,victoryshares us small
Vident Core US Equity ETF,VUSE,vident core us equity etf,5,vident core us
Vident International Equity Fund,VIDI,vident international equity fund,4,vident international equity
Videocon d2h   ADR,VDTH,videocon d2h   adr,3,videocon d2h
Viewray ,VRAY,viewray ,1,viewray
Viking Therapeutics ,VKTX,viking therapeutics ,2,viking therapeutics
Village Bank and Trust Financial Corp.,VBFC,village bank and trust financial corp.,6,village bank and
Village Super Market ,VLGEA,village super market ,3,village super market
Vimicro International Corporation (ADR),VIMC,vimicro international corporation (adr),4,vimicro international corporation
Viper Energy Partners LP,VNOM,viper energy partners lp,4,viper energy partners
Virco Mfg. Corporation,VIRC,virco mfg. corporation,3,virco mfg. corporation
Virgin America ,VA,virgin america ,2,virgin america
Virgin Media ,VMED,virgin media ,2,virgin media
Virginia Commerce Bancorp  (Inactive),VCBI,virginia commerce bancorp  (inactive),4,virginia commerce bancorp
Virobay ,VBAY,virobay ,1,virobay
Virtu Financial ,VIRT,virtu financial ,2,virtu financial
VirtualScopics ,VSCP,virtualscopics ,1,virtualscopics
Virtus Investment Partners ,VRTS,virtus investment partners ,3,virtus investment partners
Virtus Investment Partners ,VRTSP,virtus investment partners ,3,virtus investment partners
Virtusa Corporation,VRTU,virtusa corporation,2,virtusa corporation
VisionChina Media  (ADR),VISN,visionchina media  (adr),3,visionchina media
Vistagen Therapeutics ,VTGN,vistagen therapeutics ,2,vistagen therapeutics
Visterra ,VIST,visterra ,1,visterra
Vitacost  (Inactive),VITC,vitacost  (inactive),2,vitacost (inactive)
Vitae Pharmaceuticals ,VTAE,vitae pharmaceuticals ,2,vitae pharmaceuticals
Vital Therapies ,VTL,vital therapies ,2,vital therapies
Vitran Corporation  (USA),VTNC,vitran corporation  (usa),3,vitran corporation
Viveve Medical ,VIVE,viveve medical ,2,viveve medical
VivoPower International ,VVPR,vivopower international ,2,vivopower international
Vocus  (Inactive),VOCS,vocus  (inactive),2,vocus (inactive)
Vodafone Group  (ADR),VOD,vodafone group  (adr),3,vodafone group
Volcano Corp,VOLC,volcano corp,2,volcano corp
Volterra Semiconductor LLC (Inactive),VLTR,volterra semiconductor llc (inactive),4,volterra semiconductor llc
Voyager Therapeutics ,VYGR,voyager therapeutics ,2,voyager therapeutics
Vuzix Corporation,VUZI,vuzix corporation,2,vuzix corporation
WCA Waste Corporation (Inactive),WCAA,wca waste corporation (inactive),4,wca waste corporation
WCF Bancorp ,WCFB,wcf bancorp ,2,wcf bancorp
WD40 Company,WDFC,wd40 company,2,wd40 company
WEBSTER PFD CAP 8.625% PFD'B',WBSTP,webster pfd cap 8.625% pfd'b',5,webster pfd cap
WMIH Corp.,WMIH,wmih corp.,2,wmih corp.
WOLVERINE BANCORP ,WBKC,wolverine bancorp ,2,wolverine bancorp
WPCS International orporated,WPCS,wpcs international orporated,3,wpcs international orporated
WPP   American Depositary Shares each representing five Ordinary Shares,WPPGY,wpp   american depositary shares each representing five ordinary shares,9,wpp
WSB Holdings ,WSB,wsb holdings ,2,wsb holdings
WSFS Financial Corporation,WSFS,wsfs financial corporation,3,wsfs financial corporation
WSI Industries ,WSCI,wsi industries ,2,wsi industries
WVS Financial Corp.,WVFC,wvs financial corp.,3,wvs financial corp.
WaferGen Biosystems ,WGBS,wafergen biosystems ,2,wafergen biosystems
Walgreens Boots Alliance ,WBA,walgreens boots alliance ,3,walgreens boots alliance
Warner Chilcott  (Inactive),WCRX,warner chilcott  (inactive),3,warner chilcott
Washington Banking Co (Inactive),WBCO,washington banking co (inactive),4,washington banking co
Washington Federal ,WAFD,washington federal ,2,washington federal
Washington Trust Bancorp,WASH,washington trust bancorp,3,washington trust bancorp
WashingtonFirst Bankshares ,WFBI,washingtonfirst bankshares ,2,washingtonfirst bankshares
Waterstone Financial ,WSBF,waterstone financial ,2,waterstone financial
Wave Life Sciences ,WVE,wave life sciences ,3,wave life sciences
Wayne Farms ,WNFM,wayne farms ,2,wayne farms
Wayne Savings Bancshares ,WAYN,wayne savings bancshares ,3,wayne savings bancshares
